dataset,val_uid,train_uid,similarity,train_correct_judge,train_correct_extracted,baseline_correct,reflection_correct_simple,reflection_injected_simple,reflection_correct_complex,reflection_injected_complex
gsm8k,gsm8k-train-000714,gsm8k-train-004836,0.8558874726295471,True,True,True,True,True,True,True
gsm8k,gsm8k-train-000716,gsm8k-train-003015,0.7349206805229187,True,True,True,True,True,True,True
gsm8k,gsm8k-train-000720,gsm8k-train-005327,0.6977231502532959,True,True,True,True,True,True,True
gsm8k,gsm8k-train-000731,gsm8k-train-006261,0.8024306297302246,True,True,True,True,True,True,True
gsm8k,gsm8k-train-000735,gsm8k-train-000755,0.7322888970375061,False,False,True,True,True,True,True
gsm8k,gsm8k-train-000746,gsm8k-train-005324,0.7552229762077332,True,True,True,True,True,True,True
gsm8k,gsm8k-train-000752,gsm8k-train-000793,0.7352424263954163,True,True,True,True,True,True,True
gsm8k,gsm8k-train-000754,gsm8k-train-005141,0.6772754788398743,True,True,True,True,True,True,True
gsm8k,gsm8k-train-000779,gsm8k-train-004767,0.696826159954071,True,True,True,True,True,False,True
gsm8k,gsm8k-train-000782,gsm8k-train-004411,0.7039303779602051,True,True,True,True,True,True,True
gsm8k,gsm8k-train-000784,gsm8k-train-001515,0.6339004635810852,True,True,True,True,True,True,True
gsm8k,gsm8k-train-000785,gsm8k-train-005797,0.6534863114356995,True,True,True,True,True,True,True
gsm8k,gsm8k-train-000786,gsm8k-train-006626,0.7505040168762207,True,True,True,True,True,,True
gsm8k,gsm8k-train-000797,gsm8k-train-004540,0.825215756893158,True,True,True,True,True,True,True
gsm8k,gsm8k-train-000801,gsm8k-train-002015,0.7259235382080078,True,True,True,True,True,True,True
gsm8k,gsm8k-train-000805,gsm8k-train-001860,0.7447844743728638,True,True,True,True,True,True,True
gsm8k,gsm8k-train-000824,gsm8k-train-004357,0.6821354031562805,True,True,True,True,True,True,True
gsm8k,gsm8k-train-000829,gsm8k-train-002841,0.8316152691841125,False,True,True,True,True,True,True
gsm8k,gsm8k-train-000838,gsm8k-train-007268,0.7390010356903076,True,True,True,True,True,True,True
gsm8k,gsm8k-train-000852,gsm8k-train-007187,0.651238203048706,True,True,True,True,True,True,True
gsm8k,gsm8k-train-000853,gsm8k-train-007071,0.7033105492591858,True,True,True,True,True,True,True
gsm8k,gsm8k-train-000854,gsm8k-train-007023,0.728672981262207,True,True,True,True,True,True,True
gsm8k,gsm8k-train-000855,gsm8k-train-001105,0.691085159778595,True,True,True,True,True,True,True
gsm8k,gsm8k-train-000862,gsm8k-train-006489,0.7740946412086487,True,True,True,True,True,True,True
gsm8k,gsm8k-train-000870,gsm8k-train-003480,0.5676090717315674,True,True,True,True,True,True,True
gsm8k,gsm8k-train-000875,gsm8k-train-001027,0.621486246585846,True,True,True,True,True,True,True
gsm8k,gsm8k-train-000882,gsm8k-train-003325,0.7447632551193237,True,True,True,True,True,True,True
gsm8k,gsm8k-train-000901,gsm8k-train-002813,0.7498321533203125,True,True,True,True,True,True,True
gsm8k,gsm8k-train-000902,gsm8k-train-004031,0.7392907738685608,True,True,False,True,True,False,True
gsm8k,gsm8k-train-000903,gsm8k-train-000651,0.7067478895187378,True,True,True,True,True,True,True
gsm8k,gsm8k-train-000905,gsm8k-train-006103,0.6998739838600159,True,True,True,True,True,True,True
gsm8k,gsm8k-train-000909,gsm8k-train-003654,0.6513316035270691,True,True,True,True,True,True,True
gsm8k,gsm8k-train-000925,gsm8k-train-000150,0.6968688368797302,True,True,True,True,True,True,True
gsm8k,gsm8k-train-000930,gsm8k-train-000576,0.7728512287139893,True,True,True,True,True,True,True
gsm8k,gsm8k-train-000957,gsm8k-train-001684,0.609882652759552,True,True,True,True,True,True,True
gsm8k,gsm8k-train-000963,gsm8k-train-003194,0.6813034415245056,True,True,True,True,True,True,True
gsm8k,gsm8k-train-000966,gsm8k-train-000927,0.7068784832954407,True,,True,True,True,True,True
gsm8k,gsm8k-train-000967,gsm8k-train-002943,0.5630208253860474,True,True,True,True,True,True,True
gsm8k,gsm8k-train-000976,gsm8k-train-004256,0.7514510154724121,True,True,True,True,True,True,True
gsm8k,gsm8k-train-000983,gsm8k-train-001330,0.6983562707901001,True,True,True,True,True,True,True
gsm8k,gsm8k-train-000989,gsm8k-train-005497,0.7802993655204773,,True,True,True,False,True,False
gsm8k,gsm8k-train-000992,gsm8k-train-006553,0.7500340938568115,False,True,True,True,True,True,True
gsm8k,gsm8k-train-000995,gsm8k-train-000960,0.6316355466842651,True,True,False,,True,False,True
gsm8k,gsm8k-train-001002,gsm8k-train-001607,0.7011483907699585,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001009,gsm8k-train-006482,0.6254919767379761,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001011,gsm8k-train-005105,0.7804067134857178,True,True,False,False,True,True,True
gsm8k,gsm8k-train-001024,gsm8k-train-000064,0.7890625,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001028,gsm8k-train-000569,0.6343250870704651,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001037,gsm8k-train-006431,0.7208369374275208,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001039,gsm8k-train-000645,0.7403981685638428,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001040,gsm8k-train-000349,0.806400716304779,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001052,gsm8k-train-004929,0.811066746711731,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001055,gsm8k-train-004865,0.5783129930496216,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001068,gsm8k-train-005559,0.7871797680854797,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001074,gsm8k-train-005416,0.6563034653663635,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001075,gsm8k-train-001398,0.6769179105758667,True,True,True,True,True,False,True
gsm8k,gsm8k-train-001084,gsm8k-train-004632,0.7288322448730469,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001090,gsm8k-train-007165,0.712558925151825,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001096,gsm8k-train-007395,0.6670640707015991,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001106,gsm8k-train-006292,0.6923990845680237,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001110,gsm8k-train-006925,0.5764682292938232,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001116,gsm8k-train-007220,0.7527567744255066,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001117,gsm8k-train-001307,0.7483769059181213,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001119,gsm8k-train-003934,0.7170572280883789,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001121,gsm8k-train-000916,0.6271927952766418,True,True,True,False,True,True,True
gsm8k,gsm8k-train-001142,gsm8k-train-006117,0.9293803572654724,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001152,gsm8k-train-007123,0.7087149024009705,False,,True,True,True,False,True
gsm8k,gsm8k-train-001163,gsm8k-train-000268,0.9621219635009766,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001164,gsm8k-train-003601,0.7516904473304749,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001168,gsm8k-train-005795,0.6307847499847412,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001175,gsm8k-train-006867,0.7608626484870911,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001186,gsm8k-train-002369,0.6621807813644409,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001188,gsm8k-train-005295,0.7182739973068237,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001197,gsm8k-train-005978,0.7918574213981628,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001205,gsm8k-train-003174,0.568819522857666,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001211,gsm8k-train-004294,0.7439368367195129,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001216,gsm8k-train-001502,0.7277958393096924,,,True,True,False,True,False
gsm8k,gsm8k-train-001226,gsm8k-train-006812,0.7386397123336792,False,True,True,True,True,True,True
gsm8k,gsm8k-train-001238,gsm8k-train-000138,0.6631255149841309,False,True,True,True,True,True,True
gsm8k,gsm8k-train-001243,gsm8k-train-002186,0.649951159954071,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001245,gsm8k-train-005608,0.7560446858406067,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001249,gsm8k-train-001579,0.6376460790634155,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001258,gsm8k-train-000230,0.6485447287559509,False,True,True,True,True,True,True
gsm8k,gsm8k-train-001260,gsm8k-train-000162,0.7561888694763184,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001275,gsm8k-train-004133,0.5823063850402832,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001277,gsm8k-train-002205,0.773810863494873,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001279,gsm8k-train-002788,0.6354460716247559,True,True,False,True,True,True,True
gsm8k,gsm8k-train-001281,gsm8k-train-007462,0.6158521175384521,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001284,gsm8k-train-004644,0.7426239848136902,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001298,gsm8k-train-005402,0.6907525658607483,True,True,False,True,True,True,True
gsm8k,gsm8k-train-001315,gsm8k-train-004283,0.7793324589729309,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001316,gsm8k-train-005673,0.8125144243240356,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001324,gsm8k-train-004268,0.7445564866065979,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001333,gsm8k-train-004036,0.7611068487167358,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001339,gsm8k-train-003438,0.5978993773460388,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001349,gsm8k-train-006003,0.6269510984420776,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001351,gsm8k-train-005242,0.6726399660110474,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001360,gsm8k-train-004449,0.6050865054130554,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001361,gsm8k-train-003108,0.904601514339447,False,True,True,False,True,False,True
gsm8k,gsm8k-train-001363,gsm8k-train-007132,0.7435631155967712,True,True,False,False,True,False,True
gsm8k,gsm8k-train-001364,gsm8k-train-004214,0.726320207118988,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001373,gsm8k-train-004042,0.6917567253112793,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001376,gsm8k-train-004930,0.634677529335022,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001387,gsm8k-train-001362,0.7496045231819153,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001394,gsm8k-train-006052,0.7390362620353699,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001406,gsm8k-train-004016,0.6105097532272339,True,True,True,False,True,,True
gsm8k,gsm8k-train-001412,gsm8k-train-001221,0.6713690161705017,True,True,,True,True,True,True
gsm8k,gsm8k-train-001415,gsm8k-train-003213,0.7555583119392395,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001422,gsm8k-train-001317,0.512872040271759,,,True,True,False,True,False
gsm8k,gsm8k-train-001424,gsm8k-train-007289,0.6781090497970581,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001446,gsm8k-train-001124,0.6596360802650452,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001456,gsm8k-train-003280,0.734404444694519,,,True,True,False,True,False
gsm8k,gsm8k-train-001458,gsm8k-train-005141,0.8055160641670227,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001482,gsm8k-train-004733,0.720911979675293,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001484,gsm8k-train-000987,0.7533833384513855,True,True,False,True,True,True,True
gsm8k,gsm8k-train-001485,gsm8k-train-000413,0.6905463933944702,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001491,gsm8k-train-001998,0.7277428507804871,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001495,gsm8k-train-006153,0.7756050825119019,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001512,gsm8k-train-005790,0.6118372678756714,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001514,gsm8k-train-005932,0.6346877813339233,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001517,gsm8k-train-005929,0.7973999977111816,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001520,gsm8k-train-000704,0.8522241115570068,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001529,gsm8k-train-005581,0.6526378989219666,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001538,gsm8k-train-001962,0.823604166507721,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001539,gsm8k-train-001618,0.640240490436554,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001548,gsm8k-train-004878,0.6981815099716187,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001553,gsm8k-train-005738,0.6675790548324585,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001564,gsm8k-train-006761,0.7197847366333008,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001573,gsm8k-train-003934,0.7347927093505859,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001578,gsm8k-train-003219,0.7914770841598511,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001599,gsm8k-train-005409,0.7415460348129272,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001606,gsm8k-train-004130,0.6789121031761169,False,False,False,True,True,True,True
gsm8k,gsm8k-train-001610,gsm8k-train-001609,0.7723521590232849,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001612,gsm8k-train-000345,0.748897910118103,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001619,gsm8k-train-006495,0.6948952078819275,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001622,gsm8k-train-006653,0.6662386059761047,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001632,gsm8k-train-000793,0.7117021679878235,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001638,gsm8k-train-002938,0.6835873126983643,True,True,True,False,True,True,True
gsm8k,gsm8k-train-001653,gsm8k-train-004711,0.8056605458259583,False,False,True,True,True,True,True
gsm8k,gsm8k-train-001658,gsm8k-train-005530,0.7888357639312744,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001660,gsm8k-train-002591,0.729759931564331,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001662,gsm8k-train-000582,0.7646480798721313,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001663,gsm8k-train-006905,0.6471787691116333,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001666,gsm8k-train-007172,0.7404175996780396,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001668,gsm8k-train-002057,0.6825627684593201,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001689,gsm8k-train-002797,0.6489740610122681,True,True,True,,True,False,True
gsm8k,gsm8k-train-001710,gsm8k-train-006189,0.523535966873169,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001712,gsm8k-train-003007,0.7616723775863647,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001724,gsm8k-train-002923,0.7297444939613342,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001736,gsm8k-train-003155,0.732718288898468,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001738,gsm8k-train-003763,0.7417059540748596,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001740,gsm8k-train-000460,0.6102907657623291,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001745,gsm8k-train-002324,0.8137071132659912,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001749,gsm8k-train-004404,0.7867883443832397,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001756,gsm8k-train-002336,0.7327898740768433,True,True,True,True,True,False,True
gsm8k,gsm8k-train-001768,gsm8k-train-002386,0.7923213243484497,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001770,gsm8k-train-006236,0.6825225353240967,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001771,gsm8k-train-000257,0.7861738801002502,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001775,gsm8k-train-000532,0.6406139135360718,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001784,gsm8k-train-004972,0.7233843803405762,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001788,gsm8k-train-005129,0.5951576828956604,False,False,True,,True,True,True
gsm8k,gsm8k-train-001793,gsm8k-train-000433,0.7367791533470154,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001803,gsm8k-train-007165,0.630066990852356,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001808,gsm8k-train-001291,0.6244626045227051,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001820,gsm8k-train-007206,0.7395947575569153,False,False,True,True,True,True,True
gsm8k,gsm8k-train-001821,gsm8k-train-006943,0.689636766910553,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001832,gsm8k-train-000025,0.6812728643417358,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001834,gsm8k-train-006515,0.7055070400238037,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001843,gsm8k-train-000220,0.7965478301048279,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001844,gsm8k-train-005864,0.6309300661087036,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001849,gsm8k-train-003924,0.7127504348754883,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001865,gsm8k-train-001069,0.8157439231872559,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001883,gsm8k-train-002261,0.709263026714325,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001890,gsm8k-train-005220,0.7197974324226379,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001906,gsm8k-train-001420,0.62666255235672,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001909,gsm8k-train-000365,0.6824780106544495,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001914,gsm8k-train-000343,0.673900842666626,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001917,gsm8k-train-000480,0.7064881920814514,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001925,gsm8k-train-000755,0.7445114254951477,False,False,True,True,True,True,True
gsm8k,gsm8k-train-001947,gsm8k-train-002152,0.7503255605697632,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001951,gsm8k-train-002029,0.7270830273628235,True,True,True,True,True,False,True
gsm8k,gsm8k-train-001952,gsm8k-train-002741,0.7874825596809387,True,True,True,True,True,True,True
gsm8k,gsm8k-train-001966,gsm8k-train-004047,0.7732829451560974,True,True,True,True,True,False,True
gsm8k,gsm8k-train-001976,gsm8k-train-005040,0.6533753275871277,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002012,gsm8k-train-005510,0.8238738775253296,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002014,gsm8k-train-004542,0.697858989238739,True,True,True,True,True,False,True
gsm8k,gsm8k-train-002017,gsm8k-train-003426,0.692008912563324,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002031,gsm8k-train-003321,0.675718367099762,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002034,gsm8k-train-002220,0.7517319917678833,False,False,True,True,True,True,True
gsm8k,gsm8k-train-002035,gsm8k-train-007447,0.7760887145996094,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002042,gsm8k-train-001105,0.6944718360900879,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002050,gsm8k-train-006838,0.7010809779167175,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002055,gsm8k-train-007188,0.8140914440155029,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002058,gsm8k-train-003767,0.768091082572937,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002072,gsm8k-train-004354,0.6111432313919067,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002073,gsm8k-train-000007,0.6902453303337097,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002078,gsm8k-train-005528,0.6903305649757385,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002089,gsm8k-train-004803,0.6888915300369263,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002090,gsm8k-train-000296,0.7136510014533997,False,,True,True,True,True,True
gsm8k,gsm8k-train-002109,gsm8k-train-003055,0.5002306699752808,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002113,gsm8k-train-006260,0.6556775569915771,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002125,gsm8k-train-006957,0.7384106516838074,True,True,False,False,True,True,True
gsm8k,gsm8k-train-002135,gsm8k-train-003024,0.7240392565727234,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002137,gsm8k-train-000582,0.782263457775116,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002148,gsm8k-train-006761,0.7003927230834961,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002150,gsm8k-train-001827,0.7466952800750732,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002154,gsm8k-train-003116,0.5646553635597229,True,True,True,False,True,True,True
gsm8k,gsm8k-train-002158,gsm8k-train-001754,0.7273426651954651,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002160,gsm8k-train-001797,0.8010371923446655,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002177,gsm8k-train-006003,0.6341024041175842,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002178,gsm8k-train-000459,0.7140132784843445,,,True,True,False,True,False
gsm8k,gsm8k-train-002179,gsm8k-train-005778,0.6952188014984131,True,True,True,False,True,True,True
gsm8k,gsm8k-train-002181,gsm8k-train-001395,0.6910825967788696,True,True,True,True,True,False,True
gsm8k,gsm8k-train-002196,gsm8k-train-003365,0.7658832669258118,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002204,gsm8k-train-001159,0.6502818465232849,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002208,gsm8k-train-004834,0.714369535446167,False,,True,True,True,True,True
gsm8k,gsm8k-train-002214,gsm8k-train-000516,0.7548737525939941,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002227,gsm8k-train-000777,0.74419105052948,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002244,gsm8k-train-003223,0.7866041660308838,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002257,gsm8k-train-000115,0.9225819110870361,False,,True,True,True,True,True
gsm8k,gsm8k-train-002268,gsm8k-train-007175,0.6445914506912231,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002274,gsm8k-train-006205,0.6916870474815369,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002275,gsm8k-train-004656,0.8098563551902771,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002288,gsm8k-train-000452,0.7353951334953308,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002297,gsm8k-train-001252,0.8121886253356934,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002305,gsm8k-train-006369,0.7509770393371582,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002313,gsm8k-train-002611,0.6494464874267578,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002315,gsm8k-train-004502,0.6489205956459045,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002319,gsm8k-train-005246,0.6704154014587402,True,,True,True,True,True,True
gsm8k,gsm8k-train-002322,gsm8k-train-004646,0.6879541277885437,False,True,True,True,True,True,True
gsm8k,gsm8k-train-002333,gsm8k-train-001522,0.7090832591056824,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002363,gsm8k-train-006942,0.6147472262382507,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002368,gsm8k-train-005300,0.7235592007637024,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002375,gsm8k-train-005792,0.6540220975875854,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002380,gsm8k-train-006340,0.7128928899765015,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002381,gsm8k-train-000240,0.6842675805091858,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002389,gsm8k-train-000597,0.6185402274131775,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002409,gsm8k-train-006258,0.710898220539093,True,,True,False,True,True,True
gsm8k,gsm8k-train-002425,gsm8k-train-005438,0.7773745059967041,False,True,True,True,True,True,True
gsm8k,gsm8k-train-002427,gsm8k-train-003876,0.7551771998405457,True,True,False,False,True,False,True
gsm8k,gsm8k-train-002428,gsm8k-train-004288,0.6025065779685974,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002440,gsm8k-train-006516,0.6251656413078308,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002447,gsm8k-train-006263,0.6773011088371277,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002448,gsm8k-train-003123,0.6420876383781433,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002454,gsm8k-train-005250,0.7194158434867859,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002484,gsm8k-train-003295,0.6672090888023376,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002486,gsm8k-train-006998,0.8122352957725525,True,True,False,,True,False,True
gsm8k,gsm8k-train-002492,gsm8k-train-005867,0.7455576658248901,False,True,True,True,True,True,True
gsm8k,gsm8k-train-002496,gsm8k-train-005835,0.6347411870956421,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002505,gsm8k-train-003240,0.7036546468734741,True,True,True,,True,True,True
gsm8k,gsm8k-train-002509,gsm8k-train-005650,0.7215238809585571,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002512,gsm8k-train-007122,0.647462785243988,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002517,gsm8k-train-003232,0.7227771878242493,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002529,gsm8k-train-005103,0.8603674173355103,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002546,gsm8k-train-006545,0.7677290439605713,True,True,True,True,True,False,True
gsm8k,gsm8k-train-002551,gsm8k-train-001708,0.6881116628646851,False,False,True,True,True,True,True
gsm8k,gsm8k-train-002568,gsm8k-train-005770,0.660000741481781,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002578,gsm8k-train-005209,0.7784305214881897,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002580,gsm8k-train-003597,0.6941999197006226,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002593,gsm8k-train-002710,0.8187780976295471,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002607,gsm8k-train-000913,0.7112533450126648,False,True,True,True,True,True,True
gsm8k,gsm8k-train-002616,gsm8k-train-000690,0.6583245992660522,False,True,True,True,True,True,True
gsm8k,gsm8k-train-002621,gsm8k-train-001683,0.569580078125,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002624,gsm8k-train-004252,0.786743700504303,True,True,True,True,True,False,True
gsm8k,gsm8k-train-002635,gsm8k-train-003111,0.8380509614944458,True,True,True,True,True,False,True
gsm8k,gsm8k-train-002637,gsm8k-train-004411,0.7396857738494873,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002653,gsm8k-train-001111,0.79281085729599,True,,True,True,True,True,True
gsm8k,gsm8k-train-002674,gsm8k-train-005793,0.6801556348800659,True,True,False,False,True,False,True
gsm8k,gsm8k-train-002678,gsm8k-train-000006,0.7264322638511658,True,True,False,False,True,True,True
gsm8k,gsm8k-train-002688,gsm8k-train-003352,0.7203200459480286,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002694,gsm8k-train-006082,0.7776311635971069,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002698,gsm8k-train-001356,0.6735332012176514,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002715,gsm8k-train-005957,0.7230461239814758,True,True,True,True,True,True,True
gsm8k,gsm8k-train-002722,gsm8k-train-005881,0.7435449361801147,True,True,True,True,True,True,True
