model,dataset,depth,pool,similarity,effect,ci_low,ci_high,effective_n
mistral-7b,arc,complex,all,0.3097861395031214,-0.029816210223616423,-0.0798686416437962,0.022841987378992006,257.00626721366086
mistral-7b,arc,complex,all,0.31527902122586965,-0.029994931041170302,-0.07967904554442098,0.022167181745428758,266.09385944739154
mistral-7b,arc,complex,all,0.32077190294861796,-0.030182406757917026,-0.07954191072094036,0.021537982527430735,276.2572659521668
mistral-7b,arc,complex,all,0.3262647846713662,-0.03037715406423112,-0.08035975547110157,0.019996662367278047,287.5712517798104
mistral-7b,arc,complex,all,0.3317576663941145,-0.030577289447404527,-0.08003379634594808,0.019335893883307774,300.0866698186098
mistral-7b,arc,complex,all,0.3372505481168628,-0.03078052599702481,-0.07961536693944449,0.018114683650216287,313.8151128830862
mistral-7b,arc,complex,all,0.34274342983961104,-0.03098419450765819,-0.08006048144354563,0.01721178954268661,328.7097311892696
mistral-7b,arc,complex,all,0.34823631156235935,-0.031185294249628716,-0.08017327230287011,0.016239054449183343,344.6433862387428
mistral-7b,arc,complex,all,0.3537291932851076,-0.03138057714885311,-0.08078788472411264,0.015635839120308335,361.38709003871975
mistral-7b,arc,complex,all,0.3592220750078559,-0.03156666637503272,-0.08119177576585589,0.01530998213709744,378.5939818616842
mistral-7b,arc,complex,all,0.36471495673060417,-0.031740206592851,-0.08213175744235934,0.015733417570469612,395.7962592065839
mistral-7b,arc,complex,all,0.3702078384533525,-0.0318980387684668,-0.08222612981840768,0.016310022528344154,412.42316162344184
mistral-7b,arc,complex,all,0.37570072017610073,-0.032037388106616216,-0.08172591404594938,0.016582197138209617,427.8455764521915
mistral-7b,arc,complex,all,0.381193601898849,-0.03215605027112287,-0.08177389570299747,0.017466449386695584,441.44604275684304
mistral-7b,arc,complex,all,0.3866864836215973,-0.03225255936194442,-0.08184299785103986,0.01734055470468014,452.7030593734489
mistral-7b,arc,complex,all,0.3921793653443456,-0.03232632179111807,-0.08297625172398213,0.017746886330799384,461.2698290266451
mistral-7b,arc,complex,all,0.39767224706709386,-0.032377703363967,-0.08377564891178425,0.01710119268533701,467.0253875238448
mistral-7b,arc,complex,all,0.4031651287898421,-0.03240806211101559,-0.08445449900559279,0.017532016062078982,470.0833822695932
mistral-7b,arc,complex,all,0.40865801051259043,-0.03241972581057539,-0.08460732208150823,0.016697714855041658,470.7578472418242
mistral-7b,arc,complex,all,0.4141508922353387,-0.03241591950116438,-0.08499037769409687,0.01700244569503411,469.499035388716
mistral-7b,arc,complex,all,0.41964377395808694,-0.0324006534615251,-0.08477927709906588,0.01755466516026079,466.8191645935109
mistral-7b,arc,complex,all,0.42513665568083525,-0.032378585324985935,-0.08498641984214124,0.018321557857451216,463.2260967565833
mistral-7b,arc,complex,all,0.43062953740358356,-0.032354870888786774,-0.08480992901394235,0.01831831262671891,459.1756275051318
mistral-7b,arc,complex,all,0.4361224191263318,-0.032335016978000834,-0.08440971499319729,0.018882432178662586,455.04493220564024
mistral-7b,arc,complex,all,0.4416153008490801,-0.03232474699667038,-0.08491114746296949,0.019474851712122616,451.1240184374449
mistral-7b,arc,complex,all,0.4471081825718284,-0.03232988627716526,-0.08484899824549304,0.019582245780617284,447.61959630559863
mistral-7b,arc,complex,all,0.45260106429457664,-0.03235627071952611,-0.08551018452297167,0.020189295410037136,444.6658073516576
mistral-7b,arc,complex,all,0.4580939460173249,-0.032409679023726136,-0.08620472577590686,0.021063336473329808,442.3375171108666
mistral-7b,arc,complex,all,0.4635868277400732,-0.032495786364569276,-0.08643375873307028,0.021365822641505043,440.6634119053483
mistral-7b,arc,complex,all,0.4690797094628215,-0.03262013573751226,-0.08631325844095182,0.0211159073847029,439.63743779549515
mistral-7b,arc,complex,all,0.47457259118556977,-0.03278812235529465,-0.08613098546483626,0.02148259543300461,439.22802217271357
mistral-7b,arc,complex,all,0.480065472908318,-0.03300498625236727,-0.08572133049023929,0.02036417634447636,439.38505861121706
mistral-7b,arc,complex,all,0.48555835463106634,-0.033275808478766634,-0.08550586696795706,0.019780747723967138,440.0449113386075
mistral-7b,arc,complex,all,0.49105123635381465,-0.03360550676977354,-0.08538581365805617,0.019610300709157896,441.13380548129055
mistral-7b,arc,complex,all,0.4965441180765629,-0.033998827227646786,-0.08520934835965215,0.019125871783573313,442.5699879819843
mistral-7b,arc,complex,all,0.5020369997993112,-0.03446032925216088,-0.08658329385132231,0.017974708587987685,444.2650204672878
mistral-7b,arc,complex,all,0.5075298815220595,-0.03499436165023716,-0.08654235433786248,0.01761970438372685,446.1245271607067
mistral-7b,arc,complex,all,0.5130227632448077,-0.03560502851408958,-0.08694787321435588,0.016580337551111612,448.0486816332976
mistral-7b,arc,complex,all,0.518515644967556,-0.036296144075035036,-0.08681460810941236,0.01629914361476244,449.9326801697872
mistral-7b,arc,complex,all,0.5240085266903043,-0.037071176321417425,-0.08625176412781668,0.015396365536641539,451.6674158738225
mistral-7b,arc,complex,all,0.5295014084130526,-0.03793317972364453,-0.08662095533220616,0.01446755173826476,453.1405325213643
mistral-7b,arc,complex,all,0.5349942901358009,-0.03888471794620804,-0.08826679837420338,0.014133606885692379,454.23799561623656
mistral-7b,arc,complex,all,0.5404871718585491,-0.03992777795045343,-0.08924025370270697,0.012768753163799511,454.84626543707907
mistral-7b,arc,complex,all,0.5459800535812974,-0.041063677400909174,-0.08980688922520029,0.011957745390847692,454.85509018715805
mistral-7b,arc,complex,all,0.5514729353040457,-0.04229296777280068,-0.09143219865083001,0.01124761180427727,454.16085698193876
mistral-7b,arc,complex,all,0.5569658170267939,-0.04361533600210679,-0.0927581391203829,0.010434699708076749,452.6703490747666
mistral-7b,arc,complex,all,0.5624586987495422,-0.04502950789906979,-0.09403949177056753,0.009620274657723922,450.3046690975177
mistral-7b,arc,complex,all,0.5679515804722906,-0.04653315683399278,-0.09629825488098753,0.00770452599245263,447.00301406552046
mistral-7b,arc,complex,all,0.5734444621950388,-0.04812282137149024,-0.0985852864513469,0.00718816404256487,442.7259442903668
mistral-7b,arc,complex,all,0.5789373439177871,-0.04979383554897855,-0.10149561686124005,0.006799582287310032,437.45778922535095
mistral-7b,arc,complex,all,0.5844302256405354,-0.05154027534547451,-0.10353523259844696,0.005727466840762897,431.20788659351183
mistral-7b,arc,complex,all,0.5899231073632836,-0.05335492455525209,-0.10511608112184882,0.004016655108302768,424.0104551284422
mistral-7b,arc,complex,all,0.595415989086032,-0.05522926276734398,-0.10737208521090423,0.002975138544461127,415.9230429323873
mistral-7b,arc,complex,all,0.6009088708087802,-0.05715347747040704,-0.10920338243488674,0.0019081830622212142,407.02365045647724
mistral-7b,arc,complex,all,0.6064017525315284,-0.059116501482345894,-0.11079999152699214,0.0006118458091634452,397.40677249963636
mistral-7b,arc,complex,all,0.6118946342542768,-0.06110607598864854,-0.11357258630787971,-0.0008390636558360596,387.1787124560433
mistral-7b,arc,complex,all,0.617387515977025,-0.06310883851744188,-0.11635127788907788,-0.0017109452549331995,376.45257747178056
mistral-7b,arc,complex,all,0.6228803976997733,-0.06511043424461829,-0.11934846222837524,-0.0024365426974758773,365.34336012571225
mistral-7b,arc,complex,all,0.6283732794225216,-0.06709564817244577,-0.12257201102551549,-0.004478079403178226,353.96345757543355
mistral-7b,arc,complex,all,0.6338661611452698,-0.06904855501876361,-0.1254272241611161,-0.004862456343075832,342.4188885185788
mistral-7b,arc,complex,all,0.6393590428680181,-0.07095268313978106,-0.1284315437620161,-0.004733234088589055,330.8063615018536
mistral-7b,arc,complex,all,0.6448519245907665,-0.07279118852108005,-0.13105591184216445,-0.005488397296099969,319.2112437798673
mistral-7b,arc,complex,all,0.6503448063135147,-0.07454703482364035,-0.13490723802416765,-0.005840922872373627,307.70639221781704
mistral-7b,arc,complex,all,0.655837688036263,-0.07620317565973733,-0.13833101415745178,-0.006131340932950979,296.3517445780147
mistral-7b,arc,complex,all,0.6613305697590113,-0.07774273567358901,-0.14199950763328859,-0.006645312327191898,285.194532878977
mistral-7b,arc,complex,all,0.6668234514817595,-0.07914918757338182,-0.14527449786560503,-0.0073043984051971685,274.26996776885
mistral-7b,arc,complex,all,0.6723163332045079,-0.08040652295213008,-0.1488241756501164,-0.007452667912689892,263.6022487619183
mistral-7b,arc,complex,all,0.6778092149272561,-0.0814994154845269,-0.15161982692754014,-0.007409788527304757,253.20577359991256
mistral-7b,arc,complex,all,0.6833020966500044,-0.08241337583279493,-0.15462820168804384,-0.005783924907449845,243.08644514820082
mistral-7b,arc,complex,all,0.6887949783727527,-0.08313489827599443,-0.15960658960216806,-0.004879745346252976,233.24300143804768
mistral-7b,arc,complex,all,0.6942878600955009,-0.08365159963979225,-0.16148287541506728,-0.0038560743601882917,223.66832035194776
mistral-7b,arc,complex,all,0.6997807418182492,-0.08395235150184066,-0.1629132378857744,-0.0034799691167875704,214.35067286353063
mistral-7b,arc,complex,all,0.7052736235409975,-0.08402740684717198,-0.16346536054686675,-0.001208817876295846,205.27491646948147
mistral-7b,arc,complex,all,0.7107665052637457,-0.08386852232601104,-0.16436389591455092,0.00016691128067228208,196.42363289453343
mistral-7b,arc,complex,all,0.716259386986494,-0.08346907701367524,-0.1644463126760425,0.002992951935214114,187.77822107033614
mistral-7b,arc,complex,all,0.7217522687092424,-0.08282418809251968,-0.16592751870549685,0.0054175832815003535,179.31995772436989
mistral-7b,arc,complex,all,0.7272451504319906,-0.0819308231867351,-0.1666785858732769,0.007466709474055967,171.03103373999232
mistral-7b,arc,complex,all,0.732738032154739,-0.08078790821412311,-0.16828007923734317,0.009074116576562203,162.8955650614031
mistral-7b,arc,complex,all,0.7382309138774872,-0.07939642862173134,-0.16885967247322126,0.012277382252770185,154.9005630475415
mistral-7b,arc,complex,errors,0.29939706027507784,0.006399399624511871,-0.10298769904988868,0.12071214468511067,48.180160588256726
mistral-7b,arc,complex,errors,0.304800918199122,0.004017831407363327,-0.10443978609350643,0.11756206255121178,50.024259877440066
mistral-7b,arc,complex,errors,0.3102047761231661,0.0014548772069271495,-0.1061421487926679,0.11360187595411314,52.06989779293135
mistral-7b,arc,complex,errors,0.31560863404721023,-0.00129018382198456,-0.10791895310586147,0.10879075598768853,54.330091458753245
mistral-7b,arc,complex,errors,0.32101249197125437,-0.00421497462596642,-0.10944917678545074,0.10511014530247151,56.8141784451576
mistral-7b,arc,complex,errors,0.3264163498952985,-0.007313540766639137,-0.11044117316575197,0.10044521151484008,59.52567435251171
mistral-7b,arc,complex,errors,0.3318202078193426,-0.010575942923518046,-0.11282589121548908,0.09715733344604856,62.45967295700438
mistral-7b,arc,complex,errors,0.33722406574338676,-0.013987966971863828,-0.11440459221417394,0.09124530599046761,65.59994541074757
mistral-7b,arc,complex,errors,0.3426279236674309,-0.01753099824699847,-0.1149738113603235,0.08498587199714812,68.916082928926
mistral-7b,arc,complex,errors,0.348031781591475,-0.021182102153633968,-0.11396281688531977,0.07833409883230383,72.3612575747681
mistral-7b,arc,complex,errors,0.35343563951551915,-0.024914342352332648,-0.11492133632515386,0.07458012989233262,75.87138700674224
mistral-7b,arc,complex,errors,0.3588394974395633,-0.02869735029622,-0.11768705567780216,0.07056292879584722,79.36656945649374
mistral-7b,arc,complex,errors,0.3642433553636074,-0.032498137104394795,-0.11978627330765798,0.06644605593389191,82.75546475814397
mistral-7b,arc,complex,errors,0.36964721328765154,-0.036282113200391666,-0.1220609220623707,0.06290601962075737,85.9427389732696
mistral-7b,arc,complex,errors,0.3750510712116957,-0.0400142564573231,-0.12429582224500411,0.05744285570151941,88.83881504396211
mistral-7b,arc,complex,errors,0.3804549291357398,-0.04366034987111878,-0.12753962425114115,0.05240930917070042,91.37024842958307
mistral-7b,arc,complex,errors,0.38585878705978394,-0.04718819868981894,-0.13389344525028596,0.049111362777530025,93.48849840739815
mistral-7b,arc,complex,errors,0.39126264498382807,-0.05056873678148136,-0.13757954480731632,0.04669313474356263,95.17504882084715
mistral-7b,arc,complex,errors,0.3966665029078722,-0.05377694317159192,-0.1408530716141557,0.04619777114956888,96.44177707854817
mistral-7b,arc,complex,errors,0.40207036083191633,-0.05679251034573521,-0.14496154382733006,0.042626286391980926,97.32680393435061
mistral-7b,arc,complex,errors,0.40747421875596046,-0.05960023260137585,-0.15125707769679622,0.04071694140058015,97.88720601168788
mistral-7b,arc,complex,errors,0.4128780766800046,-0.06219011106999594,-0.15592120449738123,0.03932704785185628,98.19050717820285
mistral-7b,arc,complex,errors,0.4182819346040487,-0.06455719776116108,-0.15719747729467073,0.03650084183170891,98.30670964113466
mistral-7b,arc,complex,errors,0.42368579252809285,-0.0667012208270001,-0.1610575128452777,0.03440113711761571,98.30202010284316
mistral-7b,arc,complex,errors,0.429089650452137,-0.06862604541983351,-0.16503033096330885,0.03510738961878951,98.23471387812643
mistral-7b,arc,complex,errors,0.4344935083761811,-0.07033902879204393,-0.167387503347261,0.0334192811765157,98.15301704156933
mistral-7b,arc,complex,errors,0.43989736630022525,-0.07185032571945724,-0.17085046501160808,0.03284746932557337,98.0945722677274
mistral-7b,arc,complex,errors,0.4453012242242694,-0.07317219275934368,-0.17201984615878563,0.031391653825473015,98.08696260229387
mistral-7b,arc,complex,errors,0.4507050821483135,-0.07431832938746537,-0.17371150745693384,0.031032055561263493,98.14881898237934
mistral-7b,arc,complex,errors,0.45610894007235764,-0.07530328263846656,-0.1757047722940318,0.031966271000711595,98.291152141309
mistral-7b,arc,complex,errors,0.46151279799640177,-0.07614193101587446,-0.17737643558062924,0.0311210423891099,98.5186726841495
mistral-7b,arc,complex,errors,0.4669166559204459,-0.07684905412972536,-0.1783259655582149,0.029526601281469722,98.83096675256434
mistral-7b,arc,complex,errors,0.47232051384449003,-0.07743898724800553,-0.1789817616672619,0.02813241063173005,99.22347032381339
mistral-7b,arc,complex,errors,0.47772437176853416,-0.07792535480021986,-0.17867239716641042,0.02732110408160721,99.68823478797265
mistral-7b,arc,complex,errors,0.4831282296925783,-0.07832087366489648,-0.17820723412151365,0.027370412053875366,100.21450596601078
mistral-7b,arc,complex,errors,0.4885320876166224,-0.07863721547710609,-0.17895795964722772,0.025541674818042953,100.78915443217893
mistral-7b,arc,complex,errors,0.49393594554066655,-0.07888491682519913,-0.1793021409642918,0.02455341704029313,101.39700190151375
mistral-7b,arc,complex,errors,0.4993398034647107,-0.07907332670040149,-0.1772007445770872,0.02372547126596102,102.02108992525169
mistral-7b,arc,complex,errors,0.5047436613887548,-0.0792105816027406,-0.17670081483893352,0.02346790668583565,102.64293513539286
mistral-7b,arc,complex,errors,0.5101475193127989,-0.0793036000428389,-0.1755575378246288,0.022338008070777723,103.2428106318586
mistral-7b,arc,complex,errors,0.5155513772368431,-0.07935808962943983,-0.17313132779156332,0.020537634107336434,103.80008595400054
mistral-7b,arc,complex,errors,0.5209552351608873,-0.07937856137417972,-0.17067756527350195,0.019129688324612957,104.2936482602577
mistral-7b,arc,complex,errors,0.5263590930849313,-0.07936834720248384,-0.16772735062645674,0.017688904520439183,104.702414759308
mistral-7b,arc,complex,errors,0.5317629510089754,-0.07932961789182616,-0.16606534981347304,0.017705868824999766,105.00593139980808
mistral-7b,arc,complex,errors,0.5371668089330196,-0.07926339974900873,-0.16543775565023464,0.01706357926724055,105.18503630270011
mistral-7b,arc,complex,errors,0.5425706668570638,-0.0791695892841852,-0.1635634260178451,0.016122331281256407,105.22255015343826
mistral-7b,arc,complex,errors,0.5479745247811079,-0.07904696594626932,-0.16301769204194752,0.014268069876666028,105.10394216741749
mistral-7b,arc,complex,errors,0.5533783827051519,-0.07889320365989369,-0.16175183690046735,0.011837393438449242,104.81791199142639
mistral-7b,arc,complex,errors,0.5587822406291961,-0.07870488245542931,-0.1605283298062454,0.010569908117432743,104.35682737314974
mistral-7b,arc,complex,errors,0.5641860985532403,-0.0784775019155414,-0.1598092146668455,0.00884499132436195,103.71696595644498
mistral-7b,arc,complex,errors,0.5695899564772844,-0.07820549847608829,-0.1601097164279963,0.008376893174952108,102.89852687136366
mistral-7b,arc,complex,errors,0.5749938144013285,-0.07788226881475703,-0.16013003481562565,0.0066660186907233935,101.90540178651888
mistral-7b,arc,complex,errors,0.5803976723253726,-0.07750020163443928,-0.15942798944862782,0.004972376587062072,100.74472213632822
mistral-7b,arc,complex,errors,0.5858015302494168,-0.07705072009595927,-0.15947646251695075,0.007520092592631851,99.42622490130314
mistral-7b,arc,complex,errors,0.5912053881734609,-0.07652433697300574,-0.15903499719794617,0.009418532575669514,97.96149941406638
mistral-7b,arc,complex,errors,0.596609246097505,-0.07591072429002028,-0.1595802357008269,0.01148667447923003,96.36318917987788
mistral-7b,arc,complex,errors,0.6020131040215492,-0.07519879876438436,-0.16082321067741623,0.01394051380771156,94.64422439712816
mistral-7b,arc,complex,errors,0.6074169619455934,-0.07437682381611312,-0.1592260449507349,0.01720819176232789,92.81715332445978
mistral-7b,arc,complex,errors,0.6128208198696374,-0.07343252824667951,-0.1609881175690727,0.019758721108222455,90.89362586014909
mistral-7b,arc,complex,errors,0.6182246777936815,-0.07235324094632302,-0.1603080665010046,0.022144568091900362,88.88406339675691
mistral-7b,arc,complex,errors,0.6236285357177257,-0.07112604019655043,-0.15986573254762101,0.025800601567488347,86.79752795427294
mistral-7b,arc,complex,errors,0.6290323936417699,-0.06973791532880372,-0.15954466493885094,0.029678933791755787,84.64178311019225
mistral-7b,arc,complex,errors,0.634436251565814,-0.06817593772431034,-0.16114386904590233,0.033499132818890394,82.42352105455913
mistral-7b,arc,complex,errors,0.639840109489858,-0.06642743744014397,-0.1643994870388654,0.03822576053369273,80.14871538310562
mistral-7b,arc,complex,errors,0.6452439674139022,-0.0644801811691439,-0.16625700496986726,0.04347640391725826,77.8230488461889
mistral-7b,arc,complex,errors,0.6506478253379464,-0.06232254683010822,-0.1671697909425974,0.04746137736863278,75.45235987770721
mistral-7b,arc,complex,errors,0.6560516832619905,-0.05994368987633304,-0.1719653383996612,0.053669644643682034,73.04305189057123
mistral-7b,arc,complex,errors,0.6614555411860346,-0.05733369643137319,-0.17209927165366934,0.05722336039694897,70.6024153238407
mistral-7b,arc,complex,errors,0.6668593991100787,-0.054483718623512076,-0.1724455856138964,0.06493053943044971,68.13882400153514
mistral-7b,arc,complex,errors,0.6722632570341229,-0.051386087991743754,-0.1748700290363648,0.06718702861218998,65.66178346207111
mistral-7b,arc,complex,errors,0.677667114958167,-0.048034403556292925,-0.17522706797149465,0.0753087052117462,63.18182761378343
mistral-7b,arc,complex,errors,0.6830709728822111,-0.044423592050048324,-0.1790141477146928,0.08442841976916075,60.710278763382995
mistral-7b,arc,complex,errors,0.6884748308062553,-0.04054993884416563,-0.17951661437291103,0.09353447019654464,58.25890194813476
mistral-7b,arc,complex,errors,0.6938786887302995,-0.03641108921182794,-0.1826484492495978,0.10045031165611756,55.839495203941645
mistral-7b,arc,complex,errors,0.6992825466543435,-0.03200602069368375,-0.18779316567588844,0.1097250285415673,53.46346154056695
mistral-7b,arc,complex,errors,0.7046864045783876,-0.027334988391773538,-0.19199712703526778,0.11963091830503784,51.14140589436132
mistral-7b,arc,complex,errors,0.7100902625024318,-0.02239944596607766,-0.19545055596235206,0.13111809659942972,48.88279235562939
mistral-7b,arc,complex,errors,0.715494120426476,-0.017201945889485377,-0.19720722582597788,0.1409062902387229,46.69568555009081
mistral-7b,arc,complex,errors,0.72089797835052,-0.011746023096957202,-0.1991043599257091,0.15100940179201766,44.58658751962189
mistral-7b,arc,complex,errors,0.7263018362745641,-0.00603606652266265,-0.20243032267227037,0.15983697146574055,42.56036988038937
mistral-7b,arc,complex,errors,0.7317056941986083,-7.718315092530575e-05,-0.20547936325088315,0.16938257308467933,40.62029190095235
mistral-7b,arc,complex,correct,0.2986698913574219,-0.037912485466770465,-0.09522640093279727,0.01970630324448564,193.73534567551923
mistral-7b,arc,complex,correct,0.3044096269458533,-0.03760601760488029,-0.09437831521257212,0.01962171899590682,199.33620529238078
mistral-7b,arc,complex,correct,0.3101493625342846,-0.037260531469058784,-0.09359484234403405,0.01955264864766913,205.690536786393
mistral-7b,arc,complex,correct,0.315889098122716,-0.036872082725266236,-0.09242460279796652,0.019349873806030836,212.8853881594415
mistral-7b,arc,complex,correct,0.3216288337111473,-0.03643682953980625,-0.09132412129521687,0.0189802108318934,221.00627268197096
mistral-7b,arc,complex,correct,0.3273685692995787,-0.035951217137080486,-0.09013592483726961,0.018893578004204693,230.12989001653807
mistral-7b,arc,complex,correct,0.33310830488801,-0.03541220335229765,-0.08880374986383696,0.018374194316697297,240.3132292587759
mistral-7b,arc,complex,correct,0.3388480404764414,-0.034817520155899305,-0.08711420958114799,0.018340110219093774,251.57827730430185
mistral-7b,arc,complex,correct,0.34458777606487273,-0.03416595981501382,-0.08560477649062087,0.018053165934949322,263.89206753273436
mistral-7b,arc,complex,correct,0.3503275116533041,-0.03345766707496008,-0.08369576037232164,0.017683313176126016,277.1430029150546
mistral-7b,arc,complex,correct,0.35606724724173544,-0.03269441152159132,-0.08212069012654458,0.0172646922795419,291.1165169661289
mistral-7b,arc,complex,correct,0.3618069828301668,-0.03187980867159512,-0.08101461773408479,0.01850966483588394,305.47613201275584
mistral-7b,arc,complex,correct,0.3675467184185982,-0.03101945619408506,-0.07955502623525851,0.019401989926008084,319.7590348034966
mistral-7b,arc,complex,correct,0.37328645400702953,-0.030120954727484398,-0.07797034551740939,0.01903083754454784,333.3965196274723
mistral-7b,arc,complex,correct,0.37902618959546086,-0.02919379201255429,-0.07685277138891776,0.018417809053199858,345.7664042472902
mistral-7b,arc,complex,correct,0.38476592518389224,-0.028249084155653106,-0.07592710795587074,0.020642651892381753,356.27512049291164
mistral-7b,arc,complex,correct,0.3905056607723236,-0.0272991867289285,-0.07434142963118863,0.021294910538750073,364.4535802237837
mistral-7b,arc,complex,correct,0.39624539636075495,-0.026357207601862137,-0.07355501484868106,0.023313851442143936,370.03990439711265
mistral-7b,arc,complex,correct,0.4019851319491863,-0.025436468727957726,-0.07304888164192432,0.02524166170201183,373.02194052492666
mistral-7b,arc,complex,correct,0.40772486753761766,-0.02454997199371544,-0.07269440726309137,0.02606369641401304,373.62596724707043
mistral-7b,arc,complex,correct,0.41346460312604905,-0.023709922811950113,-0.07202091499308036,0.027986913277056116,372.25840989877156
mistral-7b,arc,complex,correct,0.4192043387144804,-0.022927354885886254,-0.07170991851582181,0.029148446453719144,369.4230493511004
mistral-7b,arc,complex,correct,0.4249440743029117,-0.022211883104788412,-0.07086291462872572,0.030580363336857652,365.63954829085645
mistral-7b,arc,complex,correct,0.4306838098913431,-0.021571592708967115,-0.07080763642191633,0.032447484584894895,361.381492816678
mistral-7b,arc,complex,correct,0.43642354547977447,-0.021013055551450478,-0.07081565075553195,0.03370790459240157,357.04052584685576
mistral-7b,arc,complex,correct,0.4421632810682058,-0.020541451339307844,-0.07062783981608073,0.03502282739922134,352.9138932601418
mistral-7b,arc,complex,correct,0.4479030166566372,-0.02016076447829539,-0.07062889084548768,0.0359832274152504,349.2083030724948
mistral-7b,arc,complex,correct,0.45364275224506856,-0.019874025404223318,-0.07090144434775246,0.03609956475488699,346.0526201322142
mistral-7b,arc,complex,correct,0.4593824878334999,-0.019683567861766213,-0.07112994233167086,0.03611831091003079,343.5136316224289
mistral-7b,arc,complex,correct,0.4651222234219312,-0.019591278835566984,-0.07148527777909165,0.035979429295661926,341.61130304830823
mistral-7b,arc,complex,correct,0.4708619590103626,-0.01959882415276436,-0.07155714779157847,0.035841134562440986,340.3317558784776
mistral-7b,arc,complex,correct,0.476601694598794,-0.0197078389271225,-0.07182602970103595,0.035731422662667364,339.6374014456969
mistral-7b,arc,complex,correct,0.4823414301872253,-0.019920077240357485,-0.07259522186873249,0.03547083840916562,339.4743355919382
mistral-7b,arc,complex,correct,0.48808116577565663,-0.020237519426174598,-0.07338411681315339,0.03520047759706406,339.7774017076616
mistral-7b,arc,complex,correct,0.493820901364088,-0.02066243802708403,-0.0742924775777917,0.03432832015256151,340.47341979455894
mistral-7b,arc,complex,correct,0.4995606369525194,-0.02119742511552873,-0.07531130226694595,0.03416893799567095,341.48306426646207
mistral-7b,arc,complex,correct,0.5053003725409507,-0.021845384475575803,-0.07618886655423104,0.033784702855472484,342.7218184379637
mistral-7b,arc,complex,correct,0.511040108129382,-0.022609492404553393,-0.07680186047686384,0.03240735945470614,344.1003728280018
mistral-7b,arc,complex,correct,0.5167798437178135,-0.023493130856324703,-0.07707016516522276,0.031629712436470156,345.52478166622063
mistral-7b,arc,complex,correct,0.5225195793062448,-0.024499796496910236,-0.07864483891217224,0.030897292766301356,346.8966500783002
mistral-7b,arc,complex,correct,0.5282593148946761,-0.02563298910994009,-0.07957724830401802,0.029860068760546504,348.1135897750721
mistral-7b,arc,complex,correct,0.5339990504831076,-0.02689608275341352,-0.0805530058356602,0.02795872181413562,349.07014677372695
mistral-7b,arc,complex,correct,0.5397387860715389,-0.0282921831664265,-0.08221355646297768,0.02720166214766004,349.659362441009
mistral-7b,arc,complex,correct,0.5454785216599702,-0.029823975155727083,-0.08432383923949714,0.025783745680945776,349.7750710239083
mistral-7b,arc,complex,correct,0.5512182572484016,-0.03149356403039267,-0.08737405465479778,0.02431610235613707,349.3149572483004
mistral-7b,arc,complex,correct,0.5569579928368329,-0.03330231555080485,-0.08931746566898667,0.02254582281633688,348.1842956651147
mistral-7b,arc,complex,correct,0.5626977284252643,-0.035250699252659334,-0.09141604791131351,0.021091525307449316,346.3001753285357
mistral-7b,arc,complex,correct,0.5684374640136957,-0.037338140326400676,-0.09300674996198051,0.019754427709608297,343.5958934730859
mistral-7b,arc,complex,correct,0.574177199602127,-0.03956288540338935,-0.0951476923957281,0.01836581740575416,340.0251019035615
mistral-7b,arc,complex,correct,0.5799169351905584,-0.041921887553568946,-0.09837972434351139,0.01529445016147554,335.5652352330835
mistral-7b,arc,complex,correct,0.5856566707789898,-0.04441071547953168,-0.1019359543375884,0.013141767286025117,330.21976327651646
mistral-7b,arc,complex,correct,0.5913964063674211,-0.04702349126328517,-0.10627114480953058,0.01199577357735213,324.0189021967309
mistral-7b,arc,complex,correct,0.5971361419558525,-0.04975286007635822,-0.1107368120376217,0.009947846095408898,317.01858431938325
mistral-7b,arc,complex,correct,0.6028758775442837,-0.0525899940242934,-0.11397686191646894,0.0072975059878510815,309.2976995452831
mistral-7b,arc,complex,correct,0.6086156131327152,-0.05552463081900857,-0.11729186014796414,0.005630317174089694,300.95384211850035
mistral-7b,arc,complex,correct,0.6143553487211465,-0.058545146343194125,-0.12143518123169862,0.0036966675469737474,292.09798108466595
mistral-7b,arc,complex,correct,0.6200950843095778,-0.06163865849988021,-0.12627925129845294,0.0026944486713259236,282.84858533589465
mistral-7b,arc,complex,correct,0.6258348198980093,-0.06479115815129316,-0.1315317572214168,0.001683085739364848,273.3257571216234
mistral-7b,arc,complex,correct,0.6315745554864406,-0.06798766156929484,-0.13739558166528634,-0.0010634035195576336,263.64586555148753
mistral-7b,arc,complex,correct,0.6373142910748719,-0.07121237775842064,-0.14254483674135326,-0.0008793396689479138,253.91704645751003
mistral-7b,arc,complex,correct,0.6430540266633034,-0.07444888336156812,-0.14894385444002725,-0.002332437698625273,244.23577930730286
mistral-7b,arc,complex,correct,0.6487937622517346,-0.07768029767473013,-0.15356049278936565,-0.0034388374504792547,234.68459793833645
mistral-7b,arc,complex,correct,0.654533497840166,-0.08088945060031401,-0.15949946462979564,-0.005022307954535991,225.33086439453547
mistral-7b,arc,complex,correct,0.6602732334285973,-0.08405903714031028,-0.1650972082296477,-0.007385042794166009,216.22644762208859
mistral-7b,arc,complex,correct,0.6660129690170287,-0.08717175321926629,-0.17029111500705812,-0.008556368613033907,207.4081039657055
mistral-7b,arc,complex,correct,0.6717527046054601,-0.09021040915530106,-0.17491979293082371,-0.009702619577684762,198.89834917195483
